datetime,temp,humidity,windspeed,solarenergy
2014-08-31,16.903225806451612,68.37741935483871,0.14516129032258066,18.94193548387097
2014-09-30,16.86,74.24,1.3866666666666667,14.973333333333333
2014-10-31,14.112903225806452,79.47419354838709,0.7774193548387097,8.17741935483871
2014-11-30,10.083333333333334,84.25333333333333,0.12000000000000001,3.6733333333333333
2014-12-31,6.516129032258065,79.06451612903226,0.16774193548387098,2.929032258064516
2015-01-31,5.890322580645161,77.6741935483871,1.1096774193548387,3.232258064516129
2015-02-28,5.378571428571428,76.625,1.4285714285714286,6.014285714285714
2015-03-31,8.087096774193547,69.34193548387097,0.8709677419354839,11.258064516129032
2015-04-30,10.926666666666668,65.90666666666667,1.8933333333333333,18.52
2015-05-31,13.154838709677419,65.68387096774194,3.1580645161290324,20.40967741935484
2015-06-30,16.54,63.13,1.21,24.709999999999997
2015-07-31,18.496774193548386,64.85806451612903,3.3870967741935485,22.861290322580647
2015-08-31,18.067741935483873,70.86451612903227,3.874193548387097,17.11935483870968
2015-09-30,14.116666666666667,74.39333333333335,3.2466666666666666,14.963333333333335
2015-10-31,12.538709677419355,79.36774193548388,3.9322580645161294,8.541935483870969
2015-11-30,11.083333333333334,82.08,9.629999999999999,3.6866666666666665
2015-12-31,11.667741935483871,79.1,11.274193548387096,2.570967741935484
2016-01-31,6.780645161290322,82.08709677419354,17.62258064516129,3.103225806451613
2016-02-29,6.4896551724137925,73.2344827586207,26.151724137931033,6.244827586206896
2016-03-31,7.248387096774193,73.14193548387097,22.887096774193548,11.896774193548387
2016-04-30,9.113333333333333,68.68666666666667,21.13,16.543333333333333
2016-05-31,14.241935483870968,68.13548387096773,20.006451612903227,21.716129032258063
2016-06-30,16.263333333333332,77.65666666666667,18.39333333333333,20.95
2016-07-31,18.90967741935484,69.1,20.051612903225806,23.348387096774193
2016-08-31,19.24516129032258,68.54838709677419,19.919354838709676,20.52258064516129
2016-09-30,18.006666666666668,74.88000000000001,19.0,13.776666666666667
2016-10-31,12.248387096774193,78.86129032258064,17.406451612903226,9.306451612903226
2016-11-30,7.6033333333333335,81.64,19.84,4.4
2016-12-31,7.464516129032258,87.21612903225805,16.316129032258065,2.7580645161290325
2017-01-31,4.464516129032258,84.47741935483872,15.758064516129032,3.6419354838709674
2017-02-28,7.539285714285714,82.88214285714285,23.289285714285715,5.596428571428571
2017-03-31,10.422580645161291,74.47419354838709,24.88064516129032,10.603225806451613
2017-04-30,11.113333333333333,63.593333333333334,18.40666666666667,18.2
2017-05-31,14.719354838709679,71.87741935483871,19.490322580645163,20.822580645161292
2017-06-30,18.58,67.81,22.17,24.243333333333332
2017-07-31,18.9,69.35483870967742,21.548387096774192,22.983870967741936
2017-08-31,17.532258064516128,72.91935483870968,18.993548387096773,19.361290322580647
2017-09-30,14.843333333333334,78.02,20.303333333333335,13.653333333333334
2017-10-31,13.69032258064516,79.1741935483871,22.241935483870968,8.238709677419354
2017-11-30,8.236666666666666,80.18,18.513333333333332,4.180000000000001
2017-12-31,6.251612903225807,84.06774193548387,22.63225806451613,2.193548387096774
2018-01-31,6.987096774193549,80.68064516129031,26.883870967741935,1.6612903225806452
2018-02-28,4.057142857142857,74.2,22.282142857142855,4.135714285714285
2018-03-31,6.487096774193549,77.93548387096774,22.419354838709676,4.741935483870968
2018-04-30,11.763333333333332,75.50666666666666,21.456666666666667,8.036666666666667
2018-05-31,15.280645161290321,67.88709677419355,17.861290322580647,13.04516129032258
2018-06-30,18.15,65.29333333333334,18.196666666666665,13.646666666666667
2018-07-31,21.97741935483871,58.461290322580645,17.325806451612905,20.548387096774192
2018-08-31,18.948387096774194,69.49354838709678,18.780645161290323,10.922580645161291
2018-09-30,15.566666666666666,70.69666666666667,19.566666666666666,7.126666666666667
2018-10-31,12.393548387096773,77.85483870967742,18.94516129032258,4.025806451612903
2018-11-30,9.276666666666667,83.92,21.60666666666667,2.25
2018-12-31,8.264516129032257,84.38709677419355,21.39354838709677,1.2806451612903227
2019-01-31,5.370967741935484,77.78064516129032,19.251612903225805,1.8774193548387097
2019-02-28,8.032142857142857,79.98928571428571,20.610714285714288,4.021428571428571
2019-03-31,9.59032258064516,73.21612903225805,26.85483870967742,6.480645161290322
2019-04-30,10.676666666666668,66.56,20.316666666666666,9.806666666666667
2019-05-31,13.422580645161291,65.14193548387097,18.95483870967742,11.041935483870969
2019-06-30,16.62,71.13333333333334,20.63,10.893333333333334
2019-07-31,19.951612903225808,64.27741935483871,18.703225806451613,10.896774193548387
2019-08-31,19.1,69.07096774193548,21.59032258064516,9.929032258064517
2019-09-30,16.103333333333335,71.10333333333332,20.43,6.493333333333334
2019-10-31,11.964516129032257,82.26774193548388,22.019354838709678,3.329032258064516
2019-11-30,7.8566666666666665,85.42,18.173333333333336,2.12
2019-12-31,7.393548387096774,84.2741935483871,23.761290322580646,1.4903225806451614
2020-01-31,7.751612903225807,83.08387096774193,23.280645161290323,1.570967741935484
2020-02-29,7.955172413793103,76.38275862068966,33.53793103448276,3.548275862068966
2020-03-31,7.951612903225806,70.00322580645161,26.0258064516129,6.654838709677419
2020-04-30,12.226666666666667,62.276666666666664,19.423333333333336,11.333333333333334
2020-05-31,15.05483870967742,56.145161290322584,20.177419354838708,13.119354838709677
2020-06-30,16.98,66.81666666666666,21.509999999999998,11.479999999999999
2020-07-31,18.187096774193545,65.96129032258064,21.4741935483871,10.783870967741937
2020-08-31,19.9,69.50967741935484,20.996774193548386,8.738709677419354
2020-09-30,16.173333333333332,71.63666666666667,20.083333333333332,6.593333333333333
2020-10-31,11.816129032258065,83.30322580645162,21.43548387096774,2.929032258064516
2020-11-30,10.023333333333333,84.51666666666667,20.066666666666666,2.033333333333333
2020-12-31,6.638709677419355,85.99032258064516,20.77741935483871,1.4161290322580644
2021-01-31,4.645161290322581,86.47741935483872,19.04516129032258,1.603225806451613
2021-02-28,6.514285714285714,77.21785714285714,22.667857142857144,3.2785714285714285
2021-03-31,8.235483870967743,72.92258064516129,21.88064516129032,5.97741935483871
2021-04-30,8.093333333333334,60.873333333333335,18.93,11.15
2021-05-31,11.567741935483872,72.34193548387097,23.43548387096774,9.651612903225805
2021-06-30,17.92,71.38333333333334,16.2,12.293333333333333
2021-07-31,18.993548387096773,74.02580645161291,18.38064516129032,11.564516129032258
2021-08-31,17.200000000000003,76.38064516129033,18.916129032258063,8.27741935483871
2021-09-30,17.19,78.57666666666667,8.53,6.213333333333334
2021-10-31,13.106451612903227,82.36129032258064,1.2999999999999998,4.761290322580645
2021-11-30,8.496666666666666,82.29666666666667,1.3666666666666667,2.24
2021-12-31,8.112903225806452,84.74838709677418,2.770967741935484,1.164516129032258
2022-01-31,5.961290322580646,82.69999999999999,8.380645161290323,1.8451612903225807
2022-02-28,8.307142857142857,74.89285714285714,21.59642857142857,3.742857142857143
2022-03-31,9.332258064516129,72.48387096774194,15.51290322580645,6.238709677419355
2022-04-30,11.013333333333332,64.31333333333333,21.790000000000003,10.966666666666667
2022-05-31,14.780645161290321,69.06774193548387,20.325806451612905,11.154838709677419
2022-06-30,17.403333333333332,64.35666666666667,21.486666666666668,14.370000000000001
2022-07-31,21.23225806451613,55.88387096774194,19.43548387096774,15.429032258064517
2022-08-31,21.206451612903226,61.60322580645161,18.177419354838708,10.46774193548387
2022-09-30,16.0,73.13000000000001,17.696666666666665,7.1033333333333335
2022-10-31,14.393548387096773,80.74838709677418,20.66774193548387,4.461290322580646
